Категория,Артикул,Бренд,Фото (ссылка),Фото (ссылка) 2,,,,Фото (ссылка) 3,Размер,Описание,Материал,Покрытие,Камень,Цена,Количество,Коллекции,
Колье,LA2L164,La2L,https://drive.google.com/file/d/1Mo1H1mbkgA65SV-zcey-cxBQmzhL4M0g/view?usp=drive_link,https://drive.google.com/file/d/1lKXlYO0-a6FZDUkfjXhZ3sop5XLWz3an/view?usp=drive_link,https://drive.google.com/file/d/15Dm2Ghxo0gDi6XxnzAzzQvPIWeIfSt2h/view?usp=drive_link,https://drive.google.com/file/d/1UqZqfYpYujCtBHnJvvw4_rQ7DvIPgA-x/view?usp=drive_link,https://drive.google.com/file/d/1JqHYngY-aGakXfhNLBJgQ4XH09GaxTBh/view?usp=drive_link,,55 см,"Колье Рыбка

Колье с подвижной подвеской рыбка

Размер подвески: 4 см"," 
Латунь
 "," 

Позолота "," 

 ",82 000,1,,
Колье,LA2L167/1,La2L,https://drive.google.com/file/d/1X3cEgE5RuXJyoI_lOeMogcubRBHLJs6d/view?usp=drive_link,,,,,,50 см,Колье Rhaenira сердце ," 
Латунь
 
 "," 

Позолота 
 "," 

 
 Гранат",59 000,2,,
Колье,LA2L167/2,La2L,https://drive.google.com/file/d/1jpj5pFLGXuDN-lIvIa_fJ3JLeyYy1BG-/view?usp=drive_link,,,,,,50 см,Колье Rhaenira сердце ," 
Латунь
 
 "," 

Позолота 
 "," 

 
 Перламутр",59 000,1,,
Колье,LA2L174/3,La2L,https://drive.google.com/file/d/1Ef4lj2ungMSaPE-6j2AWi6dbBDz56nvN/view?usp=drive_link,,,,,,72 см,Колье перевертыш Луна Солнце ," 
Латунь
 
 "," 

Позолота 
 "," 

 
Золотая эмаль",59 000,0,,
Колье,LA2L159/1,La2L,https://drive.google.com/file/d/1kRXvHPmXHG3g08SGUD4NiKzr132PiJP5/view?usp=drive_link,,,,,,60 см,"Колье Sacha карта Глаз DESTIN ""Судьба"""," 
Латунь
 
"," 

Позолота 
"," 

 
Эмаль",72 000,1,,
Колье,LA2L115/6,La2L,https://drive.google.com/file/d/1saNlYIRvUcThzeKa_c6ZsvfkPvmEZYwm/view?usp=drive_link,,,,,,60 см,"Колье Sacha карта Солнце FORCE ""Сила"""," 
Латунь
 "," 

Позолота "," 

 ",72 000,2,,
Колье,LA2L159/3,La2L,https://drive.google.com/file/d/1BODwoxcWwg-k-s6BNjsrdCzS8nIdeZ0v/view?usp=drive_link,,,,,,60 см,"Колье Sacha карта Сердце AMOUR ""Любовь"""," 
Латунь
 
 "," 

Позолота 
 "," 

 
 Гранат",72 000,3,,
Колье,LA2L159/2,La2L,https://drive.google.com/file/d/13B5xWLt_KhgVrrQsuz77FVe6zxL8xJ6a/view?usp=drive_link,,,,,,60 см,"Колье Sacha карта Клевер CHANCE ""Удача"""," 
Латунь
 
"," 

Позолота 
"," 

 
Эмаль",72 000,2,,
Колье,LA2L115/5,La2L,,,,,,,60 см,"Колье Sacha карта Скарабей PROTECTION ""Защита"""," 
Латунь
 
 "," 

Позолота 
 "," 

 
 Яшма",72 000,1,,
Колье,LA2L115/4,La2L,https://drive.google.com/file/d/1YvS1rXwq7GiGeRgVXhYHDafLzA30m8r4/view?usp=drive_link,,,,,,60 см,"Колье Sacha  карта Ключ AVENIR ""Будущее"""," 
Латунь
 "," 

Позолота "," 

 ",72 000,1,,
Колье,LA2L187/1,La2L,https://drive.google.com/file/d/1V-CSsfXpl8euJKipeC-u0P3QLz0BA_kP/view?usp=drive_link,https://drive.google.com/file/d/1iZVtXYd1YnjVvgTFt1pexnapLPG3oJ_g/view?usp=drive_link,,,,,Регулируемый,"Колье Sacha мини карта Глаз DESTIN

Регулируемый размер: 40-45 см"," 
Латунь
 
 "," 

Позолота 
 "," 

 
 Змеевик",56 000,0,,
Колье,LA2L157/1,La2L,https://drive.google.com/file/d/1dVgJ9PMfUDBLlrF-iQW10dIHtVjuyTlR/view?usp=drive_link,,,,,,43 см,"Колье Sacha Талисман

Колье талисман с подвеской и тремя камнями - символ баланса, энергии и внутренней опоры"," 
Латунь
 
   "," 

Позолота 
   "," 

 
 Гранат, сердолик, Аметист",78 000,1,,
Колье,LA2L158,La2L,https://drive.google.com/file/d/1wPedfjQvGi2fOUI6M_LIoGzieuDqabmT/view?usp=drive_link,https://drive.google.com/file/d/1r_q2keDzGZ6bdPsGacwR0bcyH6NrtMM1/view?usp=drive_link,https://drive.google.com/file/d/1frITeRgJ0WrgGRiZq1K5dYEJL5OAM1_o/view?usp=drive_link,https://drive.google.com/file/d/1jVW94IOAccgJSe885mewbw-F-y2QYFYK/view?usp=drive_link,,,50 см,Колье Sacha Талисман вращающийся," 
Латунь
 
 "," 

Позолота 
 "," 

 
 Турмалин",85 000,0,,
Колье,LA2L28,La2L,https://drive.google.com/file/d/1moRS-RXWavgOpe78mE8YLmDBYS2QuMGs/view?usp=drive_link,https://drive.google.com/file/d/1Hjeac147XtF3pGByYHnccujKic5FGkI0/view?usp=drive_link,https://drive.google.com/file/d/177kOS2byww2UU6ebgIqA0fHKsG8NjEqS/view?usp=drive_link,,,,42 см,Колье Sacha Талисман II вращающийся," 
Латунь
 "," 

Позолота "," 

 ",71 000,0,,
Колье,LA2L156/4,La2L,https://drive.google.com/file/d/16cnpPK54g99am9oyiRRoTKXxkZkIMuBi/view?usp=drive_link,https://drive.google.com/file/d/1EfPZJJSFTOP-f_fL2GiJlZtYn3DFWnzB/view?usp=drive_link,,,,,42 см,"Колье перевертыш Sacha Сила Руки PYRITE

Колье с подвеской перевертыш: с одной стороны камень, с другой рука. Символ того, что сила всегда в ваших руках"," 
Латунь
 
 "," 

Позолота 
 "," 

 
 пирит",67 000,2,,
Колье,LA2L156/7,La2L,https://drive.google.com/file/d/1WSVW_cjn9khqP3IZv4AzzjEjRkewdv6T/view?usp=drive_link,https://drive.google.com/file/d/1EfPZJJSFTOP-f_fL2GiJlZtYn3DFWnzB/view?usp=drive_link,,,,,42 см,"Колье перевертыш Sacha Сила Руки CITRINE

Колье с подвеской перевертыш: с одной стороны камень, с другой рука. Символ того, что сила всегда в ваших руках"," 
Латунь
 
 "," 

Позолота 
 "," 

 
 Цитрин",67 000,1,,
Колье,LA2L156/5,La2L,https://drive.google.com/file/d/1c9tYqC7Kup7pwzV36LJWzHmyV2-rlYjH/view?usp=drive_link,https://drive.google.com/file/d/1EfPZJJSFTOP-f_fL2GiJlZtYn3DFWnzB/view?usp=drive_link,,,,,42 см,"Колье перевертыш Sacha Сила Руки HESSONITE

Колье с подвеской перевертыш: с одной стороны камень, с другой рука. Символ того, что сила всегда в ваших руках"," 
Латунь
 
 "," 

Позолота 
 "," 

 
 Гессонит",67 000,1,,
Колье,LA2L64,La2L,https://drive.google.com/file/d/1ehxjomjnTo9TCJV0vgAgnp5PAIkXzIAs/view?usp=drive_link,https://drive.google.com/file/d/1TRphs0rnCo40x6GsFE0IzKcWy2xoA6SM/view?usp=drive_link,,,,,42 см,"Колье с широкой цепью Sacha 

со стилизованной застежкой в виде руки "," 
Латунь
 
"," 

Позолота 
"," 

 
Эмаль",108 000,0,,
Колье,LA2L183,La2L,https://drive.google.com/file/d/1Kbi6CxyEMiIykVi3BsgPjahQ-KKITyH1/view?usp=drive_link,https://drive.google.com/file/d/1tv9WHgCtzY1VnRvdu1LRU4BttvCqUj29/view?usp=drive_link,,,,,42 см,"Колье Sacha с подвесками 

Короткое колье с подвесками-символами"," 
Латунь
 
 "," 

Позолота 
 "," 

 
Голубая эмаль",145 000,1,,
Браслет,LA2L7,La2L,https://drive.google.com/file/d/1PNHy5yc1Q-brn3VLs-It6sM4ocLXMzzu/view?usp=share_link,,,,,,безразмерный,Браслет Медуза," 
Латунь
 
 "," 

Позолота 
 "," 

 
 Перламутр",86 000,1,,
Браслет,LA2L170/2,La2L,https://drive.google.com/file/d/1oJrSKt102K343fZ6NaMOBOAyqAzuC5Mn/view?usp=drive_link,https://drive.google.com/file/d/1n8QAzRvf4OSE7r-65dI7_HsFHXwtyMT-/view?usp=drive_link,https://drive.google.com/file/d/1dc4E0qmLVSFIht64cSXprRh8yd3XpOUx/view?usp=drive_link,,,,безразмерный,Браслет Aya Львы," 
Латунь
 "," 

Позолота "," 

 ",67 000,0,,
Браслет,LA2L182,La2L,https://drive.google.com/file/d/1-jJJpq-DZ1mxajYWr9CgGcUQ5WXgIOgX/view?usp=drive_link,https://drive.google.com/file/d/1BjE8WpZp-1jjFuJNlTLVUUcZw4x8KQym/view?usp=drive_link,https://drive.google.com/file/d/1WXGRHjNRVhuPnUf-XW0TQ8Lhwnp1XaLX/view?usp=drive_link,,,,безразмерный,Браслет Zana Скарабей ," 
Латунь
 
 "," 

Позолота 
 "," 

 
 Оникс",137 000,0,,
Браслет,LA2L180/3,La2L,https://drive.google.com/file/d/1_C3K3WmoZRcF3Hnh1VP7y8jbM06DRLPH/view?usp=drive_link,https://drive.google.com/file/d/1R86fWx0IEg0ktfRPUau-eID1KHHgEoMi/view?usp=drive_link,https://drive.google.com/file/d/1e7q5G_5_UGHH2VH6g60MvXNeL5qhHXyV/view?usp=drive_link,,,,Регулируемый,"Браслет Simone цитрин

Коллекция Simone воплощает тепло Марокко и изящество его архитектуры. Узоры кирпичных фасадов оживлены выступами, напоминающими переплетение нитей.

Во всей этой архитектуре чувствуется нюанс, хрупкое равновесие, игра контрастов и фактур. В коллекции Simone это вдохновение проявляется в прямоугольной форме кирпичиков – лаконичной, но выразительной линии.

Размер: 18/18.5 см"," 
Латунь
 
 "," 

Позолота 
 "," 

 
 Цитрин",102 000,1,,
Браслет,LA2L180/1,La2L,https://drive.google.com/file/d/18KEPRVSysjv-t68IghyPmqF1qbi627nN/view?usp=drive_link,https://drive.google.com/file/d/1R86fWx0IEg0ktfRPUau-eID1KHHgEoMi/view?usp=drive_link,https://drive.google.com/file/d/1e7q5G_5_UGHH2VH6g60MvXNeL5qhHXyV/view?usp=drive_link,,,,Регулируемый,"Браслет Simone пирит

Коллекция Simone воплощает тепло Марокко и изящество его архитектуры. Узоры кирпичных фасадов оживлены выступами, напоминающими переплетение нитей.

Во всей этой архитектуре чувствуется нюанс, хрупкое равновесие, игра контрастов и фактур. В коллекции Simone это вдохновение проявляется в прямоугольной форме кирпичиков – лаконичной, но выразительной линии.

Размер: 18/18.5 см"," 
Латунь
 
 "," 

Позолота 
 "," 

 
 пирит",102 000,1,,
Браслет,LA2L180/2,La2L,https://drive.google.com/file/d/1UEyc-0Mn0g1JHN-G1qc10w_F8H3y_rlD/view?usp=drive_link,https://drive.google.com/file/d/1R86fWx0IEg0ktfRPUau-eID1KHHgEoMi/view?usp=drive_link,https://drive.google.com/file/d/1e7q5G_5_UGHH2VH6g60MvXNeL5qhHXyV/view?usp=drive_link,,,,Регулируемый,"Браслет Simone розовый турмалин

Коллекция Simone воплощает тепло Марокко и изящество его архитектуры. Узоры кирпичных фасадов оживлены выступами, напоминающими переплетение нитей.

Во всей этой архитектуре чувствуется нюанс, хрупкое равновесие, игра контрастов и фактур. В коллекции Simone это вдохновение проявляется в прямоугольной форме кирпичиков – лаконичной, но выразительной линии.

Размер: 18/18.5 см"," 
Латунь
 
 "," 

Позолота 
 "," 

 
 Турмалин",102 000,0,,
браслет,10000656,LUJ,https://drive.google.com/file/d/11cSTyILNaRzgcueOKR0CQS5NZc3_Ig8A/view?usp=drive_link,https://drive.google.com/file/d/1zqJ-XZQbp_LoJDn84flFD-I0km7DnPcu/view?usp=drive_link,https://drive.google.com/file/d/1Y_8yM2kpyTd0vt5HrjucJRtfFeLz_dG8/view?usp=drive_link,https://drive.google.com/file/d/1N1js2t0t2iK4XTUswUOV-0_uGcoLxpGh/view?usp=drive_link,,,20 см,"Браслет Джой L 

Браслет с сочетанием крупных звеньев и ярких позолоченных акцентов"," 
Латунь
 ","Позолота, посеребрение"," 

 ",117 000,1,MAN,
